team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90
Kastamonu Spor Kulübü 1966,Kastamonuspor 1966,2023/2024,Turkey,18,9,9,1705230000,13,7,6,4,1,3,1,1,0,2.39,2.44,2.33,0,2,1,1,35,15,20,50,28,22,19,16,9,6,10,10,46,43,51,108,90,134,8,4,4,10,5,5,1,0,1,11,6,5,31,8,23,51,23,28,49,50,49,128,47,81,63,23,40,65,24,41,0,0,0,13,8,5,9,5,4,4,3,1,5,3,2,11,5,6,2,1,1,1.44,1.56,1.33,2.78,3.11,2.44,1.94,2.11,1.78,0.83,1,0.67,1.22,1.44,1,0.72,0.89,0.56,0.5,0.56,0.44,17,15,8,4,3,2,9,8,4,3,2,1,8,7,4,1,1,1,1,3,10,14,15,16,0,1,5,6,7,8,1,2,5,8,8,8,94,83,44,22,17,11,100,89,44,33,22,11,89,78,44,11,11,11,6,17,56,78,83,89,0,11,56,67,78,89,11,22,56,89,89,89,13,8,1,7,5,1,6,3,0,72,44,6,78,56,11,67,33,0,72,78,67,-6,44,44,44,56,56,56,6,0,11,61,67,56,10,5,5,56,56,56,6,2,4,33,22,44,7,4,3,39,44,33,28,33,22,61,56,67,11,11,11,2.82,2.67,2.88,2.83,2.56,3.11,55,36,9,9,9,0,0,0,67,1,1,4,5,4,7,5,2,6,3,3,0,1,2,0,1,3,2
Erok Spor Kulübü Derneği,Erokspor,2023/2024,Turkey,18,9,9,1705230000,14,7,7,1,0,1,3,2,1,2.39,2.33,2.44,0,2,1,1,37,11,26,48,26,22,20,17,6,5,14,12,44,41,48,148,134,161,10,6,4,7,3,4,1,0,1,13,7,6,85,57,28,31,18,13,56,55,58,211,128,83,86,44,42,125,84,41,0,0,0,19,8,11,7,3,4,12,5,7,9,5,4,8,3,5,1,1,0,1.94,2,1.89,2.67,2.89,2.44,2.06,2.22,1.89,0.61,0.67,0.56,1.44,1.22,1.67,1.06,0.89,1.22,0.39,0.33,0.44,18,13,10,4,2,1,9,7,7,2,1,0,9,6,3,2,1,1,0,5,8,14,16,17,0,2,2,7,8,9,0,3,6,7,8,8,100,72,56,22,11,6,100,78,78,22,11,0,100,67,33,22,11,11,0,28,44,78,89,94,0,22,22,78,89,100,0,33,67,78,89,89,13,9,3,7,3,1,6,6,2,72,50,17,78,33,11,67,67,22,78,78,78,-1,56,67,44,39,33,44,6,0,11,72,78,67,11,6,5,61,67,56,6,3,3,33,33,33,6,2,4,33,22,44,50,56,44,44,33,56,6,11,0,5.67,6.33,4.67,1.72,2,1.44,47,40,40,27,20,20,20,13,61,3,5,3,4,6,2,4,2,8,1,2,2,0,2,0,2,1,1
Petrojet,Petrojet,2023/2024,Egypt,16,8,8,1705320000,12,7,5,2,1,1,2,0,2,2.38,2.75,2,1,1,1,1,30,11,19,41,21,20,18,12,3,8,15,4,48,40,60,130,237,90,7,5,2,8,3,5,1,0,1,10,5,5,85,47,38,22,7,15,49,48,49,216,122,94,115,71,44,101,51,50,0,0,0,15,10,5,5,3,2,10,7,3,7,5,2,5,1,4,3,2,1,1.73,2,1.43,2.56,2.63,2.5,1.88,2.25,1.5,0.69,0.38,1,1.33,1.63,1,1,1.25,0.71,0.33,0.38,0.29,16,12,9,3,1,0,8,7,5,1,0,0,8,5,4,2,1,0,0,4,7,13,15,16,0,1,3,7,8,8,0,3,4,6,7,8,100,75,56,19,6,0,100,88,63,13,0,0,100,63,50,25,13,0,0,25,44,81,94,100,0,12,37,87,100,100,0,37,50,75,87,100,12,7,1,8,4,1,4,3,0,80,47,7,100,50,13,57,43,0,75,88,63,33,44,63,25,50,38,63,6,0,13,63,63,63,10,5,5,67,63,71,6,2,4,40,25,57,2,1,1,13,13,14,47,63,29,33,13,57,20,25,14,5.67,5.88,5.43,1.69,1.17,2.14,100,80,73,53,33,20,20,13,63,3,2,5,1,2,3,1,3,1,3,1,1,0,0,3,0,1,1
Feyenoord Rotterdam,Feyenoord,2023/2024,Netherlands,16,8,8,1705247100,12,6,6,2,1,1,2,1,1,2.38,2.38,2.38,2,3,2,2,48,14,34,62,30,32,24,24,6,8,18,16,30,30,30,102,120,90,6,3,3,10,5,5,1,1,0,11,6,5,120,66,54,14,8,6,61,62,60,281,147,134,154,76,78,127,71,56,128,58,70,21,11,10,7,2,5,14,9,5,9,5,4,5,3,2,2,0,2,2,2.25,1.75,3.88,3.75,4,3,3,3,0.88,0.75,1,1.75,1.63,1.88,1.31,1.38,1.25,0.44,0.25,0.63,15,14,13,10,4,4,7,6,6,5,2,2,8,8,7,5,2,2,1,2,3,6,12,12,1,2,2,3,6,6,0,0,1,3,6,6,94,88,81,63,25,25,88,75,75,63,25,25,100,100,88,63,25,25,6,12,19,37,75,75,12,25,25,37,75,75,0,0,12,37,75,75,14,9,4,6,4,2,8,5,2,88,56,25,75,50,25,100,63,25,75,75,75,8,38,38,38,63,63,63,6,13,0,69,75,63,9,6,3,56,75,38,4,2,2,25,25,25,5,2,3,31,25,38,56,63,50,31,38,25,13,0,25,7.50,8.25,6.75,0.88,1,0.75,88,69,69,63,56,38,31,19,100,7,7,3,3,5,5,5,4,9,1,2,2,2,0,1,2,2,2
Glasgow City LFC,Glasgow City W,2023/2024,Scotland,16,8,8,1705237200,12,7,5,2,0,2,2,1,1,2.38,2.63,2.13,3,3,3,3,44,10,34,54,28,26,25,19,3,7,22,12,33,29,38,143,237,102,9,6,3,6,1,5,2,1,1,12,7,5,150,80,70,18,6,12,62,65,60,300,152,148,148,77,71,152,75,77,110,60,50,23,13,10,5,2,3,18,11,7,11,7,4,4,0,4,1,1,0,2.31,2.63,2,3.38,3.5,3.25,2.75,3.13,2.38,0.63,0.38,0.88,1.75,1.88,1.63,1.44,1.63,1.25,0.31,0.25,0.38,15,14,11,7,5,2,8,7,5,3,3,2,7,7,6,4,2,0,1,2,5,9,11,14,0,1,3,5,5,6,1,1,2,4,6,8,94,88,69,44,31,13,100,88,63,38,38,25,88,88,75,50,25,0,6,12,31,56,69,87,0,12,37,62,62,75,12,12,25,50,75,100,13,8,6,8,3,3,5,5,3,81,50,38,100,38,38,63,63,38,75,88,63,27,56,75,38,38,13,63,13,13,13,75,88,63,11,6,5,69,75,63,4,1,3,25,13,38,4,1,3,25,13,38,69,88,50,25,0,50,6,13,0,9.38,10.00,8.75,1.2,0.86,1.50,88,81,81,81,69,56,38,31,81,5,3,7,4,5,5,3,7,5,0,0,1,1,5,0,0,1,2
CD Guadalajara Women,Guadalajara Women,2023/2024,Mexico,22,12,10,1705280400,16,10,6,4,2,2,2,0,2,2.36,2.67,2,9,2,5,3,52,16,36,68,34,34,28,24,6,10,22,14,38,39,38,123,180,90,11,8,3,11,4,7,0,0,0,17,11,6,110,74,36,30,15,15,55,57,53,349,205,144,165,94,71,184,111,73,0,0,0,22,12,10,4,2,2,18,10,8,15,9,6,5,2,3,1,1,0,2.38,2.42,2.33,3.09,2.83,3.4,2.36,2.33,2.4,0.73,0.5,1,1.24,1.17,1.33,1.05,1,1.11,0.19,0.17,0.22,22,20,15,6,3,2,12,10,7,4,1,0,10,10,8,2,2,2,0,2,7,16,19,20,0,2,5,8,11,12,0,0,2,8,8,8,100,91,68,27,14,9,100,83,58,33,8,0,100,100,80,20,20,20,0,9,32,73,86,91,0,17,42,67,92,100,0,0,20,80,80,80,17,7,1,10,4,0,7,3,1,81,33,5,83,33,0,78,33,11,73,83,60,16,50,67,30,50,33,70,0,0,0,77,92,60,18,11,7,86,92,78,5,3,2,24,25,22,2,0,2,10,0,22,71,75,67,24,17,33,5,8,0,5.00,6.17,3.60,1.5,1.36,1.67,77,64,55,36,27,18,14,14,77,2,4,4,5,7,7,6,5,5,3,1,0,0,1,0,1,5,2
Panathinaikos FC,Panathinaikos,2023/2024,Greece,17,8,9,1705257000,13,6,7,1,1,0,3,1,2,2.35,2.38,2.33,1,4,1,1,45,12,33,57,29,28,24,21,5,7,19,14,34,30,39,127,143,115,10,5,5,6,3,3,1,0,1,14,7,7,94,42,52,33,14,19,66,66,66,203,102,101,125,64,61,78,38,40,249,127,122,18,12,6,5,2,3,13,10,3,8,5,3,7,3,4,1,0,1,1.94,2.25,1.63,3.35,3.63,3.11,2.65,3,2.33,0.71,0.63,0.78,1.44,1.75,1.13,1.13,1.5,0.75,0.31,0.25,0.38,17,15,13,7,5,0,8,8,7,4,2,0,9,7,6,3,3,0,0,2,4,10,12,17,0,0,1,4,6,8,0,2,3,6,6,9,100,88,76,41,29,0,100,100,88,50,25,0,100,78,67,33,33,0,0,12,24,59,71,100,0,0,12,50,75,100,0,22,33,67,67,100,12,8,3,7,5,2,5,3,1,75,50,19,88,63,25,63,38,13,76,75,78,12,59,63,56,35,38,33,6,0,11,82,88,78,11,6,5,69,75,63,5,1,4,31,13,50,4,2,2,25,25,25,50,63,38,44,38,50,6,0,13,5.53,5.25,5.78,1.94,1.75,2.11,71,53,41,24,12,6,0,0,71,5,2,2,7,4,4,5,5,9,1,1,0,1,3,1,3,1,1
ASD SEF Sassari Torres 1903,Sassari Torres,2023/2024,Italy,20,10,10,1705245300,14,8,6,5,2,3,1,0,1,2.35,2.6,2.1,0,2,2,2,32,15,17,47,25,22,18,14,7,8,11,6,56,50,64,120,129,113,8,5,3,11,5,6,2,1,1,13,7,6,96,49,47,23,12,11,52,53,52,237,120,117,113,60,53,124,60,64,216,108,108,11,9,2,7,4,3,4,5,-1,7,5,2,9,4,5,4,1,3,1.5,1.9,1.1,2.35,2.5,2.2,1.6,1.8,1.4,0.75,0.7,0.8,0.9,1.3,0.5,0.55,0.9,0.2,0.35,0.4,0.3,19,15,8,3,2,0,9,7,4,3,2,0,10,8,4,0,0,0,1,5,12,17,18,20,1,3,6,7,8,10,0,2,6,10,10,10,95,75,40,15,10,0,90,70,40,30,20,0,100,80,40,0,0,0,5,25,60,85,90,100,10,30,60,70,80,100,0,20,60,100,100,100,12,4,2,7,4,2,5,0,0,60,20,10,70,40,20,50,0,0,70,80,60,10,40,50,30,55,50,60,10,10,10,65,70,60,13,6,7,65,60,70,12,4,8,60,40,80,3,3,0,15,30,0,35,50,20,45,40,50,20,10,30,4.80,4.90,4.70,1.44,1.71,1.22,70,55,50,40,40,25,20,15,60,2,4,3,1,2,7,4,5,4,2,2,1,2,2,0,3,2,1
Paris Saint-Germain FC,PSG,2023/2024,France,17,9,8,1705261500,12,7,5,4,1,3,1,1,0,2.35,2.44,2.25,1,1,1,1,42,14,28,56,33,23,25,17,8,6,17,11,36,32,42,110,101,120,7,4,3,10,5,5,2,1,1,14,7,7,89,48,41,22,6,16,65,69,61,204,107,97,123,64,59,81,43,38,167,80,87,20,10,10,3,2,1,17,8,9,11,6,5,6,3,3,0,0,0,2.29,2.33,2.25,3.29,3.67,2.88,2.47,2.78,2.13,0.82,0.89,0.75,1.35,1.33,1.38,1.18,1.11,1.25,0.18,0.22,0.13,15,15,12,8,4,1,8,8,8,5,2,1,7,7,4,3,2,0,2,2,5,9,13,16,1,1,1,4,7,8,1,1,4,5,6,8,88,88,71,47,24,6,89,89,89,56,22,11,88,88,50,38,25,0,12,12,29,53,76,94,11,11,11,44,78,89,12,12,50,62,75,100,12,7,3,7,4,1,5,3,2,71,41,18,78,44,11,63,38,25,71,78,63,2,41,44,38,59,56,63,12,11,13,82,78,88,14,7,7,82,78,88,5,2,3,29,22,38,3,2,1,18,22,13,65,67,63,35,33,38,0,0,0,5.24,5.33,5.13,1.29,0.67,2.00,100,82,71,71,53,24,18,18,88,5,3,3,6,5,5,4,2,9,0,0,2,0,1,4,1,3,3
GAS Svoronou,Svoronos,2023/2024,Greece,17,9,8,1705237200,12,7,5,4,1,3,1,1,0,2.35,2.44,2.25,0,3,1,1,37,11,26,48,27,21,21,16,6,5,15,11,41,39,45,138,134,143,10,6,4,6,2,4,3,2,1,5,5,0,6,0,6,0,0,0,50,0,50,16,0,16,10,0,10,6,0,6,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,1.67,2,1,2.82,3,2.63,2.18,2.33,2,0.65,0.67,0.63,0.33,0.5,0,0.33,0.5,0,0,0,0,15,14,9,6,2,2,8,8,4,3,2,2,7,6,5,3,0,0,2,3,8,11,15,15,1,1,5,6,7,7,1,2,3,5,8,8,88,82,53,35,12,12,89,89,44,33,22,22,88,75,63,38,0,0,12,18,47,65,88,88,11,11,56,67,78,78,12,25,37,62,100,100,1,0,0,1,0,0,0,0,0,33,0,0,50,0,0,0,0,0,71,78,63,2,59,67,50,35,22,50,18,22,13,29,56,0,3,2,1,100,100,100,2,1,1,67,50,100,0,0,0,0,0,0,33,50,0,67,50,100,0,0,0,6.00,0.00,6.00,0,0,0.00,100,100,100,100,0,0,0,0,188,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cesena FC,Cesena,2023/2024,Italy,12,6,6,1705239000,9,5,4,1,0,1,2,1,1,2.33,2.5,2.17,4,4,4,4,27,12,15,39,21,18,16,11,5,7,11,4,40,34,49,90,108,77,3,2,1,9,4,5,0,0,0,3,2,1,16,8,8,0,0,0,63,66,60,47,21,26,22,9,13,25,12,13,0,0,0,2,1,1,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,3,3,3,3.25,3.5,3,2.25,2.67,1.83,1,0.83,1.17,1,1,1,1,1,1,0,0,0,12,12,10,3,1,1,6,6,5,2,1,1,6,6,5,1,0,0,0,0,2,9,11,11,0,0,1,4,5,5,0,0,1,5,6,6,100,100,83,25,8,8,100,100,83,33,17,17,100,100,83,17,0,0,0,0,17,75,92,92,0,0,17,67,83,83,0,0,17,83,100,100,2,0,0,1,0,0,1,0,0,100,0,0,100,0,0,100,0,0,75,83,67,18,25,33,17,75,67,83,0,0,0,25,33,17,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,8.00,8.00,8.00,0,0,0.00,100,100,100,100,100,50,0,0,208,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Aston Villa FC,Aston Villa,2023/2024,Antigua and Barbuda,6,3,3,1705276800,4,2,2,2,1,1,0,0,0,2.33,2.33,2.33,3,3,3,3,16,6,10,22,14,8,10,6,4,2,6,4,34,27,45,90,68,134,3,1,2,3,2,1,0,0,0,2,2,0,13,7,6,6,6,0,52,53,50,53,36,17,33,25,8,20,11,9,0,0,0,4,4,0,1,0,1,3,4,-1,2,2,0,0,0,0,1,0,1,2,3,0,3.67,4.67,2.67,2.67,3.33,2,1,1.33,0.67,1.67,2,1,1.33,2,0,0.33,0,1,6,5,5,3,2,1,3,3,3,2,2,1,3,2,2,1,0,0,0,1,1,3,4,5,0,0,0,1,1,2,0,1,1,2,3,3,100,83,83,50,33,17,100,100,100,67,67,33,100,67,67,33,0,0,0,17,17,50,67,83,0,0,0,33,33,67,0,33,33,67,100,100,3,1,1,2,1,1,1,0,0,100,33,33,100,50,50,100,0,0,67,67,67,-4,50,33,67,50,67,33,0,0,0,33,67,0,2,2,0,67,100,0,1,0,1,33,0,100,0,0,0,0,0,0,67,100,0,0,0,0,33,0,100,4.33,3.50,6.00,6,6,0.00,100,100,67,33,33,0,0,0,183,0,1,1,1,3,1,1,0,2,0,0,0,0,2,0,2,1,0
Club Atlético de Madrid Under 19,Atlético Madrid U19,2023/2024,Spain,15,8,7,1705230000,11,7,4,2,0,2,2,1,1,2.33,2.63,2,0,1,3,1,36,9,27,45,25,20,21,15,4,5,17,10,38,34,42,150,180,127,8,4,4,5,3,2,3,1,2,9,6,3,82,37,45,6,3,3,56,57,54,202,119,83,87,53,34,115,66,49,0,0,0,11,7,4,4,2,2,7,5,2,5,3,2,5,2,3,2,1,1,1.67,1.83,1.5,3,3.13,2.86,2.4,2.63,2.14,0.6,0.5,0.71,1.25,1.5,1,0.92,1.17,0.67,0.33,0.33,0.33,14,10,10,6,4,1,8,6,6,3,2,0,6,4,4,3,2,1,1,5,5,9,11,14,0,2,2,5,6,8,1,3,3,4,5,6,93,67,67,40,27,7,100,75,75,38,25,0,86,57,57,43,29,14,7,33,33,60,73,93,0,25,25,62,75,100,14,43,43,57,71,86,9,5,1,5,3,1,4,2,0,75,42,8,83,50,17,67,33,0,73,88,57,14,53,50,57,33,38,29,20,13,29,60,75,43,8,4,4,67,67,67,5,2,3,42,33,50,2,1,1,17,17,17,42,50,33,42,33,50,17,17,17,6.83,6.17,7.50,1.5,1.5,1.50,75,75,67,57,42,42,25,17,100,1,5,3,1,1,5,2,3,6,0,1,2,1,0,1,0,1,2
Real Sporting de Gijón II,Sporting Gijón II,2023/2024,Spain,15,7,8,1705230000,11,5,6,2,0,2,2,2,0,2.33,2.14,2.5,0,6,1,2,28,6,22,34,15,19,12,16,3,3,9,13,48,53,45,225,209,237,9,4,5,4,1,3,4,2,2,10,5,5,52,38,14,0,0,0,61,64,55,124,72,52,58,34,24,66,38,28,0,0,0,7,3,4,1,1,0,6,2,4,5,1,4,8,5,3,1,1,0,1.64,1.14,2.14,2.27,2.14,2.38,1.87,1.71,2,0.4,0.43,0.38,0.57,0.57,0.57,0.5,0.43,0.57,0.07,0.14,0,13,8,8,3,2,0,7,3,3,1,1,0,6,5,5,2,1,0,2,7,7,12,13,15,0,4,4,6,6,7,2,3,3,6,7,8,87,53,53,20,13,0,100,43,43,14,14,0,75,63,63,25,13,0,13,47,47,80,87,100,0,57,57,86,86,100,25,37,37,75,87,100,6,1,1,2,1,1,4,0,0,43,7,7,29,14,14,57,0,0,73,71,75,-9,60,57,63,27,14,38,27,29,25,67,71,63,13,6,7,93,86,100,9,6,3,64,86,43,0,0,0,0,0,0,36,14,57,57,71,43,7,14,0,5.20,6.33,3.50,0,0,0.00,90,60,40,20,10,10,10,0,60,1,2,2,1,1,4,4,5,6,0,0,1,0,1,1,0,0,2
CE L'Hospitalet,CE L'Hospitalet,2023/2024,Spain,15,7,8,1705230000,11,5,6,2,1,1,2,1,1,2.33,2.29,2.38,0,4,1,1,26,8,18,34,15,19,13,13,2,6,11,7,52,48,55,170,310,120,8,5,3,5,1,4,4,2,2,10,5,5,43,21,22,0,0,0,53,51,55,144,82,62,74,44,30,70,38,32,0,0,0,14,7,7,2,0,2,12,7,5,10,5,5,3,2,1,2,0,2,2.2,2.43,2,2.27,2.14,2.38,1.73,1.86,1.63,0.53,0.29,0.75,1.07,1,1.13,0.93,1,0.88,0.13,0,0.25,13,10,7,3,1,0,6,4,3,2,0,0,7,6,4,1,1,0,2,5,8,12,14,15,1,3,4,5,7,7,1,2,4,7,7,8,87,67,47,20,7,0,86,57,43,29,0,0,88,75,50,13,13,0,13,33,53,80,93,100,14,43,57,71,100,100,12,25,50,87,87,100,12,4,0,5,2,0,7,2,0,80,27,0,71,29,0,88,25,0,73,71,75,27,53,71,38,33,14,50,27,29,25,67,71,63,13,7,6,87,100,75,5,2,3,33,29,38,0,0,0,0,0,0,67,71,63,20,29,13,13,0,25,3.31,3.00,3.67,0,0,0.00,69,69,31,31,15,0,0,0,60,0,2,6,2,4,2,3,3,4,0,0,1,0,1,2,2,0,2
CD Unión Sur Yaiza,Unión Sur Yaiza,2023/2024,Spain,15,8,7,1705230000,10,8,2,5,0,5,0,0,0,2.33,3,1.57,0,1,7,1,28,8,20,36,26,10,21,7,5,3,16,4,48,34,90,170,143,209,8,3,5,7,5,2,3,0,3,8,5,3,24,5,19,0,0,0,55,55,55,97,21,76,38,9,29,59,12,47,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,6,1,5,2,1,1,1.5,2,1.14,2.4,3.25,1.43,1.87,2.63,1,0.53,0.63,0.43,0.5,0.8,0.29,0.33,0.6,0.14,0.17,0.2,0.14,12,11,9,3,1,0,8,8,7,2,1,0,4,3,2,1,0,0,3,4,6,12,14,15,0,0,1,6,7,8,3,4,5,6,7,7,80,73,60,20,7,0,100,100,88,25,13,0,57,43,29,14,0,0,20,27,40,80,93,100,0,0,12,75,87,100,43,57,71,86,100,100,6,0,0,4,0,0,2,0,0,50,0,0,80,0,0,29,0,0,67,100,29,11,53,38,71,47,63,29,20,0,43,53,63,43,10,4,6,83,80,86,8,2,6,67,40,86,0,0,0,0,0,0,33,60,14,50,20,71,17,20,14,3.43,5.00,3.17,0,0,0.00,43,43,14,14,14,0,0,0,60,0,2,1,1,2,4,2,2,6,0,0,0,1,1,0,0,3,1
UD Logroñés II,UD Logroñés II,2023/2024,Spain,15,8,7,1705230000,11,7,4,2,1,1,2,0,2,2.33,2.75,1.86,0,1,5,1,33,9,24,42,26,16,22,11,4,5,18,6,41,33,57,150,180,127,7,4,3,6,4,2,2,0,2,7,5,2,32,27,5,0,0,0,52,55,45,144,120,24,84,68,16,60,52,8,0,0,0,5,4,1,1,1,0,4,3,1,4,3,1,4,2,2,1,1,0,1.78,1.83,1.67,2.8,3.25,2.29,2.2,2.75,1.57,0.6,0.5,0.71,0.67,0.83,0.33,0.56,0.67,0.33,0.11,0.17,0,15,13,9,3,2,0,8,7,6,3,2,0,7,6,3,0,0,0,0,2,6,12,13,15,0,1,2,5,6,8,0,1,4,7,7,7,100,87,60,20,13,0,100,88,75,38,25,0,100,86,43,0,0,0,0,13,40,80,87,100,0,12,25,62,75,100,0,14,57,100,100,100,5,1,0,4,1,0,1,0,0,56,11,0,67,17,0,33,0,0,73,88,57,21,47,50,43,40,50,29,13,0,29,47,63,29,8,5,3,89,83,100,5,3,2,56,50,67,0,0,0,0,0,0,44,50,33,44,33,67,11,17,0,3.56,3.86,2.50,0,0,0.00,67,56,44,22,22,11,11,11,127,1,3,1,0,2,3,0,5,3,0,0,0,1,0,2,1,0,1
